ID,Name
40484,Erudax
44566,Ozumat
55308,Warlord Zon'ozz
55312,Yor'sahj the Unsleeping
40788,Mindbender Ghur'sha
50050,Shok'sharak
40765,Commander Ulthok
41440,Aberration
48322,Chet the Slime-Breeder
42172,Ozumat
49811,Vile Swill
34485,Avatar of Soggoth
43622,Corrupting Adherent
50319,Dimensional Ooze
50051,Ghostcrawler
54320,Ban'thalos
50138,Karoma
50058,Terrorpene
54319,Magria
50005,Poseidus
54318,Ankha
50159,Sambas
50815,Skarr
43296,Chimaeron
49822,Jadefang
50009,Mobus
40728,Whale Shark
41570,Magmaw
52498,Beth'tilac
41166,Gomegaz
50959,Karkin
46910,Core Hound
51661,Tsul'Kalu
52795,Brimstone Hound
47676,Baradin Fox
43438,Corborus
39348,Smolderos the Carbonizer
47687,Winna's Kitten
42181,Velskar
51663,Pogeyan
50060,Terborus
47115,Black Recluse
38346,Devilsaur Queen
34982,Emerald Spirit
41084,Blaithe
45450,The Lone Hunter
45380,Ashtail
54533,Prince Lakma
47389,Hive Controller
32997,Fleetfoot
54323,Kirix
42215,Kolorath
42336,Tainted Black Bear
52414,Tor-Tun
45582,Black Widow
47544,Svarnos
51402,Madexx
52442,Florawing Hive Queen
54338,Anthriss
47801,Temple Scarab
47387,Harakiss the Infestor
51671,Rabid Hyena
54321,Solix
47202,Diseased Vulture
47053,Duskfang
54324,Skitterflame
51662,Mahamba
37088,Elder Zhevra
48451,Ol' Beaky
43050,Vale Howler
47386,Ainamiss the Hive Queen
55715,Darkmoon Pony
33497,Modan Monster
36094,Enraged Kodo
33053,Grimclaw
50044,Hell-Hoot
50065,Armagedillo
52146,Chitter
42108,Seabrush Terrapin
39964,Akasha
40427,Spawn of Smolderos
48455,Felrot Courser
44473,Shaggy Black Bear
36696,Armored Battleboar
50313,Displaced Warp Stalker
52418,Lost Offspring of Gahz'ranka
43704,Dire Wolf
47278,Ash Chicken
41646,Crushing Eel
37207,Plains Pridemane
45321,Riverbed Crocolisk
38187,Spiny Raptor
37208,Thunderhead
39700,Beauty
51962,Tirisfal Bear
51961,Tirisfal Stag
52981,Cinderweb Spinner
33311,Darkshore Stag
37090,Deviate Terrortooth
47204,Infested Bear
47680,Rustberg Gull
51674,Sand-Husk Scarab
37206,Plains Prowler
42859,Wild Mature Swine
44257,Gyreworm
39186,Hellgazer
40340,Nemesis
52345,Pride of Bethekk
37559,Savannah Boar
42337,Tainted Nightstalker
48184,Hill Stag
44482,Hulking Plaguebear
39185,Slaverjaw
41561,Wary Mastiff
35096,Weakened Mosshoof Stag
40466,Blackfin
44188,Bobcat
46508,Darkwood Lurker
34829,King Reaperclaw
47726,Tiger
48239,Armadillo
44476,Bullmastiff
39224,Lo'Shall
37718,Mountain Mastiff
41614,Nemesis
39149,Sarinexx
42855,Spirit Wolf
42338,Tainted Screecher
49871,Blackrock Worg
36206,Blubbergut
38708,Devilsaur Queen
45402,Nix
48765,Rimepelt
37989,Swiftclaw
45353,Bloodsnarl Hyena
51676,Marsh Serpent
42504,Mature Swine
36304,Mistwing Cliffdweller
44089,Blackbelly Forager
43340,Blackrock Battle Worg
40717,Duneclaw Lasher
43339,Gorgonite
48278,Mining Monkey
46317,Neferset Crocolisk
37557,Thunderhawk Cloudscraper
41645,Chasm Stalker
38845,Child of Volcanoth
52648,Cinderweb Creeper
42657,Hyjal Eagle
43007,Shadra
40200,Spiketooth Eel
49251,Wild Gryphon
47072,Amthea
47769,Barkmutt
49346,Coldlurk Creeper
38305,Gorishi Fledgling Colossus
46970,Highland Elk
56160,Moonfang Snarler
43181,Shalehide Basilisk
42170,Snow Leopard
45825,Swampstrider
41504,Tortolla
51673,Venomscale Spitter
44425,Crimson Shale Spider
42235,Darktail Bonepicker
43084,Forest Stalker
56035,Kolin
40819,Pacified Hyjal Bear
39385,Screamslash
43417,Skymane Bonobo
48248,Sorrow Venomspitter
41401,Highland Scytheclaw
44551,Rabid Fox
40015,Runty
44906,Skitterweb Matriarch
34894,Stonetalon Ram
44020,Barn Owl
51760,Carrion Bird
40527,Duneshore Crab
48191,Remora Scrounger
48155,Saltspray Gull
40223,Speckled Sea Turtle
42523,Stone Bat
36500,Subject Nine
46608,Tank
44474,Whitetail Fox
37956,Bloodtalon Raptor
42766,Gorged Gyreworm
51714,King Crawler
50320,Lost Ravager
44594,Sunburst Adder
37492,Blackwald Fox
33374,Brutusk
53096,Fire Turtle Hatchling
18739,Giraffe
39588,Hyjal Stag
52877,Lashtail Hatchling
44184,Loch Buzzard
48442,Mining Monkey
48802,Sea Cucumber
50419,Grotto Vole
47682,Sassy Cat
48630,Baradin Fox Kit
48848,Rockchewer Whelk
48706,Highlands Turkey
50481,Rock Viper
48683,Yellow-Bellied Marmot
49779,Alpine Chipmunk
50491,Mac Frog
47667,Wharf Rat
50496,Oasis Moth
44710,Sand Kitten
48686,Rattlesnake
47120,Argaloth
55869,Alizabal
54969,Mannoroth
48154,Jadefire Shifter
46950,Misty Grell
52363,Occu'thar
41280,Razelikh the Defiler
45262,Narixxus the Doombringer
50318,Xorothian Satyr
41165,Shahandana
50321,Xorothian Imp
41471,Dreadlord Defiler
39625,General Umbriss
50062,Aeonaxx
58195,Chromie
45213,Sinestra
41376,Nefarian
50061,Xariona
41378,Maloriak
43214,Slabhide
45992,Valiona
41442,Atramedes
43873,Altairus
52382,Ziradormi
52408,Coridormi
55294,Ultraxion
39384,Noxious Whelp
55476,Lord Devrestrasz
42043,Ebon Slavehunter
42042,Ebon Whelp
54432,Murozond
46916,Nyxondra's Broodling
46654,Rhea
57777,Wrathion
45993,Theralion
58153,Dasnurimi
52835,Tarecgosa
39698,Karsh Steelbender
46141,Obsidian Pyrewing
46471,Deathwing
58207,Alexstrasza
42522,Stone Drake
45788,Twilight Wyrmkiller
47605,Calen
52995,Kalecgos
46914,Raging Whelp
41270,Onyxia
42044,Pyrricion
50086,Tarvus the Vile
47797,Obsidian Charscale
48394,Obsidian Whelp
39394,Lethlas
58208,Nozdormu
48415,Twilight Spitecaller
55488,Corastrasza
46861,Nyxondra
44767,Occulus the Corrupted
47010,Indigos
57910,Nalice
46655,Rheastrasza
39867,Deathwing
53349,Kalecgos
57802,Lord Hiram Creed
41030,Twilight Dragonkin Armorer
56781,Goriona
56173,Deathwing
52409,Ragnaros
46753,Al'Akir
52530,Alysrazor
52558,Lord Rhyolith
50056,Garr
53494,Baleroc
50057,Blazewing
55265,Morchok
46259,Aetharon
43878,Grand Vizier Ertan
46768,The Warden
45872,Rohash
47226,Obsidian Stoneslave
46953,Purespring Elemental
43735,Elementium Monstrosity
43875,Asaad
44011,Muddied Water Elemental
40229,Scalding Rock Elemental
45871,Nezir
42465,Therazane
39705,Ascendant Lord Obsidius
48768,Boiling Springbubble
44945,Pyrite Stonetender
47728,Storm Vortex
43686,Ignacious
49956,Pebble
39844,Howling Riftdweller
40792,Neptulon
40998,King Moltron
45755,Scion of Al'Akir
50250,Ice Avatar
45870,Anshal
46329,Enslaved Waterspout
52107,Obsidium Punisher
44819,Siamat
40709,Flame Ascendant
52165,Sludge Beast
46997,Shifting Mireglob
43687,Feludius
41501,Fiery Minion
43688,Arion
52649,Millagazor
49266,Infernus
54254,Flashfire
44967,Maziel
40793,Ragnaros
46327,Enslaved Inferno
40841,Searing Guardian
38254,Steaming Fury
44025,Therazane
47151,Wind Breaker
33041,Aetherion
47969,Bound Torrent
48952,Frostleaf Treant
45477,Gust Soldier
53890,Hideous Amalgamation
46911,Lava Surger
40066,Wailing Weed
45260,Blackleaf
46328,Enslaved Tempest
48960,Frostshard Rumbler
50059,Golgarok
52593,Spirit of the Flame
41762,Helm's Bed Surger
40177,Forgemaster Throngus
50245,Dormus the Camel-Hoarder
50089,Julak-Doom
44600,Halfus Wyrmbreaker
50063,Akma'hat
53115,Molten Lord
42188,Ozruk
39022,Tidal Strider
45125,Felspore Bog Lord
42466,Terrath the Steady
39365,The Kodo
40987,Gnash
47593,Problim
43805,Felsen the Enduring
42469,Kor the Immovable
36528,Koroth the Hillbreaker
40166,Molten Giant
42475,Fungal Behemoth
42467,Diamant the Patient
46572,Goram
46602,Shay Pressler
50324,Provisioner Arok
